player_id,level,clan,ammo,lithium,neon,karma,success
33533,2,Human,33,0,10,76,0
31966,16,Elf,12,10,6,57,1
33124,7,Human,184,18,2,46,1
31664,2,Human,14,4,10,90,0
31293,2,Human,28,0,10,70,0
32924,5,Elf,4,5,11,67,0
32401,8,Elf,3,0,10,80,0
32769,11,Elf,54,3,9,72,1
33927,6,Elf,6,5,11,64,0
35138,1,Human,3,19,18,66,0
34039,12,Human,6,0,9,59,1
33593,2,Ork,11,15,15,97,0
32955,11,Human,63,5,8,48,1
32237,2,Elf,2,4,10,68,0
34328,1,Elf,2,4,10,70,0
35135,3,Human,4,9,12,81,0
34274,7,Human,7,0,10,59,0
34963,8,Ork,15,0,10,77,0
33778,4,Ork,7,7,11,76,0
32836,3,Human,22,3,10,62,0
32233,4,Human,3,15,15,68,0
35028,8,Human,12,13,5,43,1
34134,15,Human,49,16,3,43,1
32038,5,Ork,18,16,3,53,1
34215,9,Human,43,5,8,50,1
34204,7,Elf,11,0,10,57,0
31653,4,Ork,19,9,7,49,1
32050,3,Elf,11,0,10,84,0
31841,3,Human,2,17,17,85,0
33725,26,Ork,12,13,5,49,1
33716,6,Elf,11,4,10,70,0
33467,1,Ork,2,9,12,82,0
33368,1,Elf,3,8,12,68,0
32834,2,Human,7,13,14,74,0
34593,5,Ork,16,0,10,66,0
33647,6,Human,26,0,9,52,1
31620,2,Ork,2,7,11,75,0
34973,3,Human,10,2,9,77,1
32161,2,Ork,25,1,9,62,1
31773,5,Human,9,1,10,63,0
32249,9,Ork,35,19,1,43,1
33234,9,Ork,5,0,9,56,0
34197,6,Human,19,4,10,76,0
34747,7,Ork,35,0,9,55,1
33202,3,Ork,26,1,10,78,0
31408,4,Elf,29,5,8,59,1
32709,3,Ork,16,2,10,71,0
34927,4,Elf,31,0,9,62,1
32888,4,Ork,3,3,10,73,0
33277,7,Elf,85,19,1,49,1
33414,1,Ork,4,2,10,85,0
32774,1,Ork,6,9,12,65,0
35161,4,Human,6,15,15,64,0
34385,13,Elf,47,5,8,61,1
33322,4,Ork,35,0,9,62,1
34686,1,Ork,3,7,11,79,0
35149,2,Elf,10,0,9,64,0
33760,3,Ork,7,1,9,52,1
31299,1,Ork,4,0,10,79,0
32226,4,Elf,13,0,9,65,1
32558,1,Human,4,2,10,59,0
31776,10,Elf,16,2,9,72,1
34959,6,Ork,155,16,3,43,1
34458,10,Elf,18,0,10,68,0
32710,1,Human,1,16,16,94,0
33965,1,Ork,7,6,11,69,0
32040,6,Ork,20,4,10,85,0
34104,21,Ork,40,14,4,51,1
34838,6,Human,4,3,10,66,0
34108,3,Human,9,8,12,83,0
35112,5,Elf,10,1,10,68,0
34574,2,Ork,2,5,11,89,0
32382,9,Elf,9,7,8,68,1
33921,3,Elf,4,0,10,56,0
33070,11,Ork,19,7,8,46,1
31384,19,Elf,18,6,8,48,1
35104,5,Ork,6,8,12,86,0
34375,6,Ork,21,3,10,65,0
35082,2,Ork,18,1,10,73,0
31302,13,Ork,11,8,7,46,1
32894,1,Human,11,11,13,69,0
31461,6,Human,78,12,5,44,1
31949,6,Human,18,6,11,65,0
35061,1,Elf,5,0,10,64,0
32467,5,Human,15,9,7,47,1
33066,5,Human,34,0,9,55,0
32108,3,Human,9,11,13,70,0
31822,2,Ork,19,3,10,76,0
31716,6,Ork,1,9,12,76,0
34472,2,Elf,1,10,13,92,0
33383,5,Human,2,4,10,64,0
33375,10,Human,25,3,9,53,1
31567,1,Elf,3,16,16,67,0
31442,10,Human,29,0,9,79,0
33585,1,Ork,15,11,13,65,0
31615,5,Human,3,18,17,85,0
31406,2,Human,29,0,10,83,0
35191,16,Elf,38,4,9,55,1
34085,5,Human,6,0,9,61,1
32352,4,Ork,11,1,9,76,1
31486,6,Ork,7,0,10,74,0
33362,11,Ork,46,3,9,54,1
31257,15,Ork,22,11,6,52,1
34922,6,Ork,21,4,9,51,1
33584,22,Human,36,19,1,43,1
32550,4,Human,13,0,9,81,1
32044,1,Human,5,18,17,75,0
33484,4,Human,8,2,10,64,0
31594,10,Elf,22,6,8,63,1
31321,6,Elf,21,3,10,75,0
34244,11,Elf,10,3,9,52,1
31661,1,Elf,1,16,16,78,0
32903,6,Elf,45,14,4,45,1
32187,6,Human,37,0,9,78,1
34924,5,Elf,43,9,7,53,1
33731,10,Human,13,1,9,58,1
35199,18,Ork,37,14,4,45,1
34773,4,Ork,21,0,10,83,0
31513,5,Ork,3,0,10,60,0
33804,5,Elf,13,0,9,76,1
34005,8,Human,5,0,10,76,0
34050,6,Human,133,16,3,48,1
33861,7,Elf,11,1,10,79,0
32567,6,Elf,25,5,8,54,1
31546,3,Elf,2,0,10,68,0
33315,18,Human,86,10,6,58,1
32288,1,Elf,3,16,16,67,0
34803,7,Ork,20,16,3,49,1
32843,1,Human,2,18,17,66,0
32609,2,Elf,2,12,14,88,0
34484,1,Human,5,2,10,62,0
34580,6,Elf,15,1,10,81,0
33127,7,Elf,8,1,10,59,0
33000,22,Ork,22,15,4,47,1
32274,1,Human,2,3,10,72,0
32212,3,Ork,7,13,14,77,0
33435,3,Ork,9,5,11,73,0
32497,3,Human,16,4,10,71,0
34716,8,Ork,37,6,8,56,1
34518,2,Human,3,3,10,77,0
33939,23,Ork,132,16,3,57,1
34037,11,Elf,10,9,7,57,1
32179,1,Elf,9,6,11,84,0
31904,22,Human,119,16,3,43,1
34129,4,Human,76,5,8,52,1
33379,4,Human,12,6,11,80,0
31420,10,Ork,14,0,9,58,1
33267,5,Elf,7,1,10,66,0
31559,19,Human,61,13,5,53,1
31454,2,Human,15,1,10,60,0
33834,2,Ork,33,0,10,72,0
31574,7,Human,37,16,3,56,1
34346,12,Elf,26,3,9,68,1
34942,5,Ork,11,15,15,81,0
33228,18,Elf,11,12,5,54,1
32375,4,Human,58,2,9,61,1
32982,13,Human,54,8,7,66,1
32170,2,Human,25,0,10,60,0
34646,14,Ork,36,6,8,55,1
32424,1,Human,13,6,11,65,0
33126,9,Ork,139,19,1,53,1
33007,14,Ork,30,9,7,67,1
32250,7,Elf,18,0,10,62,0
32996,17,Human,10,7,8,47,1
35230,6,Ork,5,0,10,79,0
33529,2,Ork,5,0,10,74,0
31766,3,Ork,1,9,12,88,0
32018,9,Ork,13,10,6,54,1
34175,4,Elf,2,16,16,94,0
31562,16,Ork,27,6,8,60,1
34094,7,Elf,115,17,2,51,1
32658,5,Human,71,5,8,68,1
35103,17,Elf,12,6,8,49,1
31782,6,Elf,46,1,9,57,1
31305,5,Ork,12,11,13,92,0
35225,14,Ork,25,2,9,53,1
32822,5,Human,11,8,12,63,0
32617,3,Human,8,0,9,56,0
32724,6,Elf,15,2,9,73,1
33798,9,Elf,9,5,8,48,1
31907,3,Ork,6,0,9,54,1
33957,3,Ork,4,0,10,57,0
32344,7,Elf,18,0,9,57,0
32408,2,Elf,18,0,9,73,0
32111,4,Elf,64,4,9,51,1
33086,9,Human,125,18,2,54,1
34027,15,Elf,16,7,8,58,1
32379,3,Elf,4,3,10,60,0
34854,2,Elf,24,2,10,86,0
33324,6,Human,7,5,11,73,0
33590,7,Ork,17,2,10,84,0
34349,7,Ork,114,17,2,45,1
32164,2,Ork,1,15,15,81,0
35186,1,Ork,1,16,16,89,0
33774,7,Human,2,0,10,82,0
32557,1,Human,12,15,15,86,0
34820,5,Elf,19,0,9,57,1
34329,18,Elf,10,5,8,72,1
32475,10,Human,14,0,9,57,0
34199,1,Elf,6,1,10,66,0
32523,2,Ork,17,0,10,58,0
33356,2,Elf,4,9,12,79,0
32520,3,Ork,2,0,10,61,0
34173,1,Ork,1,17,17,79,0
34717,2,Human,11,1,10,68,0
33442,13,Elf,14,0,9,69,1
33323,4,Human,32,0,10,65,0
31598,9,Human,22,1,9,78,1
32943,1,Elf,1,16,16,73,0
31248,13,Human,67,5,8,64,1
31578,3,Ork,6,1,10,66,0
34298,15,Ork,88,8,7,58,1
34014,7,Elf,21,0,9,54,1
31705,1,Elf,7,19,18,70,0
34524,10,Elf,15,5,8,49,1
32553,5,Ork,2,5,11,82,0
32545,10,Human,51,1,9,77,1
34028,1,Ork,3,11,13,83,0
34978,11,Human,69,9,7,51,1
32712,20,Elf,28,9,7,48,1
31714,12,Ork,21,7,8,57,1
32079,8,Ork,15,5,8,65,1
32303,5,Human,14,1,10,60,0
34790,3,Elf,1,16,16,86,0
33367,14,Human,127,12,5,63,1
31669,2,Elf,8,1,10,73,0
33525,9,Ork,79,9,7,58,1
32940,4,Elf,24,9,7,50,1
34967,4,Human,14,7,11,61,0
31896,10,Ork,4,0,9,56,0
31987,19,Elf,106,11,6,49,1
34657,12,Ork,32,1,9,62,1
34532,2,Human,8,0,10,60,0
34779,7,Ork,8,1,10,75,0
33040,2,Elf,7,14,15,65,0
32103,4,Ork,1,9,12,76,0
34143,3,Elf,18,0,9,53,1
34965,4,Human,12,0,9,53,1
31857,8,Elf,6,1,10,83,0
34133,5,Elf,44,0,9,64,1
31455,13,Human,55,18,2,56,1
32995,5,Elf,2,2,10,85,0
33567,6,Ork,50,14,4,43,1
33226,6,Elf,5,3,10,90,0
33840,9,Ork,21,7,8,52,1
33550,5,Elf,4,8,12,85,0
32695,1,Elf,13,15,15,94,0
33856,5,Elf,10,1,10,71,0
32491,7,Human,3,3,10,88,0
31897,5,Ork,65,7,8,68,1
34627,4,Ork,13,0,10,58,0
34956,7,Elf,11,4,9,66,1
32766,8,Human,33,1,9,65,1
35146,20,Ork,47,11,6,46,1
34482,1,Human,6,5,11,64,0
33662,6,Elf,36,0,9,60,1
34049,4,Human,24,11,6,51,1
31493,6,Human,3,11,13,91,0
32377,1,Elf,13,16,16,64,0
34549,7,Elf,30,17,2,43,1
32619,1,Human,15,2,10,73,0
32797,21,Ork,17,13,5,56,1
34620,24,Human,12,13,5,60,1
32917,5,Human,4,0,9,69,1
34719,9,Human,64,8,7,50,1
32656,7,Ork,9,0,9,65,1
32951,16,Human,33,8,7,46,1
31605,10,Elf,46,6,8,50,1
32562,4,Elf,6,2,10,79,0
35242,4,Elf,19,4,9,50,1
31740,5,Elf,8,12,14,85,0
34057,8,Human,6,0,10,61,0
31911,10,Ork,10,1,9,57,1
31600,14,Human,8,9,7,46,1
32211,14,Ork,125,16,3,50,1
32283,7,Ork,30,5,8,49,1
33734,3,Elf,1,13,14,82,0
34448,3,Human,8,0,10,64,0
31831,5,Human,17,1,10,71,0
32507,7,Elf,21,9,7,60,1
31719,2,Ork,7,16,16,80,0
32446,6,Ork,59,5,8,53,1
32081,6,Elf,110,10,6,54,1
33841,3,Ork,7,5,11,86,0
31550,1,Elf,6,4,10,71,0
35083,6,Elf,17,1,10,73,0
34841,8,Elf,16,0,9,61,1
31926,5,Ork,24,0,9,52,1
33261,3,Elf,23,0,10,60,0
34417,4,Human,10,1,10,59,0
31852,13,Elf,30,2,9,55,1
31502,20,Human,16,13,5,66,1
32087,3,Elf,2,0,10,68,0
31579,13,Elf,53,2,9,57,1
31963,21,Elf,13,8,7,53,1
32678,5,Elf,21,1,10,76,0
34093,4,Elf,71,5,8,55,1
31282,6,Human,14,1,10,58,0
33916,7,Human,2,0,10,66,0
31571,5,Human,2,2,10,67,0
34137,2,Ork,3,5,11,79,0
33145,6,Ork,10,4,9,66,1
32972,12,Human,27,0,9,56,1
33991,3,Human,10,5,11,87,0
33108,11,Human,42,0,9,53,1
33918,3,Ork,3,11,13,63,0
32669,5,Ork,15,2,10,85,0
31585,7,Elf,73,6,8,55,1
34609,7,Human,19,15,4,56,1
32999,5,Ork,23,1,9,70,1
32354,5,Elf,4,11,13,83,0
33672,4,Elf,17,5,8,55,1
35045,8,Elf,10,0,10,70,0
32592,5,Human,34,3,9,65,1
33807,8,Elf,41,0,9,62,1
32160,3,Ork,8,4,10,63,0
32095,2,Ork,6,19,18,73,0
33166,10,Human,71,16,3,54,1
33681,2,Ork,5,1,9,60,1
31523,5,Human,2,11,13,63,0
32566,4,Ork,16,0,10,64,0
33233,15,Ork,17,11,6,60,1
34053,2,Elf,35,1,9,59,1
31674,6,Human,6,5,11,70,0
34101,2,Human,2,15,15,66,0
31324,3,Human,6,9,12,73,0
31628,3,Ork,20,2,9,71,1
33015,3,Human,5,2,10,76,0
32301,7,Elf,24,9,7,51,1
34348,7,Elf,16,8,7,57,1
34280,3,Human,10,12,14,75,0
32698,6,Elf,14,0,9,58,1
34697,4,Elf,6,11,13,72,0
33318,8,Elf,25,0,10,76,0
33848,21,Ork,59,15,4,55,1
33419,13,Human,45,2,9,74,1
32048,4,Elf,4,14,15,94,0
33045,1,Human,2,6,11,78,0
33130,14,Elf,28,5,8,54,1
33975,1,Elf,2,17,17,95,0
31470,2,Human,15,0,9,80,0
32238,3,Elf,11,15,15,71,0
34089,4,Ork,52,3,9,56,1
32990,3,Human,1,6,11,78,0
31441,5,Human,22,7,8,56,1
33658,8,Elf,44,0,9,55,1
32221,4,Human,5,0,10,68,0
32264,4,Elf,5,0,9,58,0
31352,1,Ork,9,13,14,72,0
34974,22,Elf,43,13,5,65,1
35034,8,Elf,15,5,8,54,1
32385,8,Ork,20,2,9,73,1
33822,15,Elf,72,5,8,52,1
33187,5,Elf,15,0,9,81,0
31635,3,Human,17,0,10,71,0
34831,10,Human,17,2,9,55,1
32080,1,Elf,3,12,14,66,0
32466,3,Ork,2,2,10,62,0
33320,14,Elf,7,2,9,60,1
33283,1,Human,1,14,15,75,0
33332,7,Ork,19,0,10,63,0
34052,2,Human,16,5,11,77,0
31583,3,Ork,3,5,11,66,0
34180,7,Elf,6,0,10,69,0
32505,9,Human,52,3,9,62,1
32433,2,Ork,1,17,17,68,0
32456,12,Human,15,5,8,68,1
34357,4,Elf,12,5,8,63,1
34200,13,Elf,23,5,8,63,1
32496,11,Ork,22,0,9,63,0
33933,15,Human,128,16,3,60,1
32369,5,Ork,3,7,11,64,0
34136,21,Elf,181,19,1,56,1
35060,14,Elf,8,4,9,53,1
33769,1,Elf,1,13,14,94,0
32116,4,Elf,32,0,10,59,0
34263,1,Elf,6,6,11,69,0
33354,5,Ork,12,0,9,55,1
32332,4,Ork,43,0,9,64,1
31996,18,Human,44,11,6,56,1
32355,3,Elf,17,1,9,59,1
32139,4,Ork,4,15,15,83,0
34399,5,Ork,23,0,9,58,0
34660,9,Elf,12,3,9,59,1
32151,2,Ork,2,6,11,76,0
34805,22,Ork,94,13,5,47,1
32504,6,Human,6,5,11,60,0
34693,2,Ork,8,2,10,63,0
32653,13,Ork,67,9,7,54,1
32816,3,Human,23,0,10,60,0
35006,2,Ork,7,9,12,68,0
32316,22,Ork,153,16,3,60,1
31369,3,Elf,2,9,12,76,0
34761,24,Ork,23,13,5,46,1
33749,5,Ork,1,17,17,82,0
32575,12,Elf,53,8,7,57,1
31315,17,Elf,93,7,8,62,1
33217,11,Human,32,9,7,64,1
33030,4,Ork,49,1,9,62,1
32752,1,Elf,2,19,18,65,0
32502,2,Ork,7,0,10,69,0
31593,3,Ork,2,2,10,60,0
34917,1,Elf,3,14,15,66,0
34413,32,Ork,84,18,2,61,1
31641,12,Human,27,3,9,74,1
31563,5,Human,12,8,12,63,0
32922,5,Ork,2,14,15,78,0
31818,5,Elf,59,5,8,64,1
33623,8,Ork,4,1,10,85,0
31861,2,Ork,7,0,9,62,1
33995,7,Elf,33,0,9,59,1
33146,16,Ork,76,5,8,61,1
34421,5,Elf,18,5,8,49,1
34066,8,Ork,3,2,10,75,0
33919,8,Elf,17,12,5,66,1
33509,1,Ork,1,13,14,79,0
32570,20,Human,149,14,4,49,1
35147,27,Elf,25,16,3,44,1
34054,3,Human,10,0,9,77,0
32910,2,Ork,13,14,15,94,0
31994,12,Ork,114,16,3,54,1
34986,3,Human,11,8,12,75,0
34704,7,Ork,18,2,10,61,0
31438,1,Human,10,12,14,84,0
31768,1,Ork,2,0,10,71,0
34334,2,Human,25,0,9,55,0
31437,13,Ork,27,2,9,73,1
34367,14,Ork,14,5,8,53,1
34809,4,Ork,16,3,10,68,0
35160,4,Ork,5,2,10,66,0
32008,4,Ork,18,3,10,78,0
32012,3,Human,27,2,9,59,1
31997,5,Elf,2,14,15,85,0
34182,17,Ork,26,7,8,67,1
33709,5,Human,13,1,9,52,1
34533,6,Ork,99,18,2,48,1
32708,4,Human,55,8,7,57,1
34513,11,Human,21,0,9,56,0
34486,7,Ork,4,1,10,74,0
33669,3,Human,5,10,13,85,0
33454,1,Elf,9,8,12,68,0
33194,10,Human,12,5,8,51,1
34224,3,Ork,8,5,11,68,0
31278,19,Human,93,9,7,58,1
33022,23,Elf,141,19,1,54,1
34882,25,Human,26,17,2,44,1
34041,4,Human,3,1,10,58,0
33161,7,Human,7,0,10,63,0
32826,3,Ork,3,16,16,81,0
32977,8,Ork,7,2,9,62,1
32153,1,Elf,3,12,14,90,0
34110,2,Elf,2,1,10,58,0
35092,11,Human,24,1,9,56,1
31275,23,Elf,50,11,6,52,1
34428,9,Human,12,5,8,50,1
32854,5,Ork,22,0,9,64,0
32512,3,Ork,7,15,15,70,0
33645,5,Human,31,0,10,69,0
31895,10,Human,13,0,9,58,1
34826,2,Elf,18,2,10,61,0
31612,13,Ork,10,2,9,76,1
34388,18,Human,88,13,5,46,1
35020,4,Human,14,13,14,96,0
34381,7,Ork,24,0,10,59,0
34150,3,Human,7,0,9,56,1
31685,8,Elf,12,12,5,50,1
32147,13,Human,26,6,8,51,1
34914,7,Ork,23,0,10,81,0
34887,6,Elf,11,0,10,56,0
34912,10,Ork,25,0,9,70,1
34432,3,Ork,10,0,10,57,0
35236,5,Elf,10,11,13,90,0
35114,3,Ork,2,3,10,86,0
32738,8,Human,11,1,9,63,1
32896,5,Ork,8,0,10,60,0
34411,11,Elf,129,15,4,61,1
33328,1,Human,2,8,12,77,0
33401,1,Elf,2,5,11,76,0
34733,2,Human,4,0,9,55,1
32794,2,Ork,18,0,9,62,0
33789,4,Human,9,14,15,74,0
33381,12,Human,30,4,9,65,1
35073,7,Human,80,18,2,42,1
31859,20,Human,15,6,8,56,1
34561,8,Ork,53,8,7,56,1
31699,1,Elf,1,14,15,72,0
31411,9,Ork,50,8,7,68,1
31419,8,Elf,13,0,10,83,0
34229,4,Human,3,2,10,78,0
34233,27,Human,93,16,3,54,1
31901,19,Ork,28,6,8,48,1
33959,7,Human,20,0,9,60,0
34473,5,Human,7,16,16,95,0
33781,5,Ork,2,8,12,74,0
32127,17,Human,15,11,6,47,1
35007,15,Human,73,16,3,56,1
32661,4,Human,10,19,18,65,0
34920,18,Human,27,15,4,46,1
32898,5,Ork,3,15,15,73,0
35031,8,Ork,27,0,10,58,0
31452,5,Ork,1,8,12,64,0
33776,10,Ork,25,6,8,55,1
31616,10,Elf,23,5,8,55,1
34712,4,Elf,12,0,10,59,0
34279,8,Ork,125,13,5,50,1
33532,8,Human,71,14,4,46,1
34980,3,Ork,2,2,10,65,0
34859,15,Elf,39,5,8,52,1
33892,6,Ork,14,0,9,53,1
32148,4,Human,8,0,10,63,0
33179,7,Human,7,1,10,73,0
32115,1,Elf,11,5,11,90,0
34648,3,Elf,15,0,9,64,1
33068,1,Human,6,13,14,68,0
31970,18,Elf,71,17,2,46,1
33632,3,Elf,24,1,9,61,1
33292,16,Elf,25,9,7,51,1
33372,12,Elf,50,11,6,52,1
32717,1,Ork,3,18,17,82,0
33610,4,Ork,1,5,11,82,0
31767,13,Human,50,3,9,49,1
34792,12,Human,38,0,9,72,1
33551,24,Human,70,13,5,49,1
32823,3,Human,6,0,9,60,0
33031,3,Elf,9,11,13,88,0
34405,3,Elf,72,5,8,60,1
33076,30,Ork,37,17,2,55,1
33790,26,Human,167,17,2,49,1
34497,6,Elf,10,6,11,65,0
33519,10,Ork,69,5,8,54,1
34213,2,Ork,5,0,9,59,0
33014,3,Elf,4,0,9,64,0
31717,5,Ork,6,0,10,61,0
31394,5,Elf,16,0,9,70,1
31448,5,Ork,23,2,10,89,0
32690,1,Human,2,11,13,80,0
31765,1,Ork,2,14,15,66,0
33894,2,Human,13,5,11,88,0
33429,4,Ork,7,0,9,66,1
32004,3,Human,26,1,10,72,0
34347,3,Human,6,0,10,75,0
34000,4,Human,19,0,10,84,0
34072,4,Ork,1,16,16,67,0
32991,16,Ork,118,13,5,48,1
35086,11,Human,66,3,9,67,1
32009,4,Elf,6,5,11,90,0
33169,5,Elf,20,3,9,72,1
33544,2,Ork,6,1,9,64,1
33507,3,Elf,9,0,10,76,0
33640,4,Elf,12,2,10,64,0
35040,2,Elf,3,3,10,61,0
31294,2,Ork,3,0,10,66,0
35197,2,Human,3,4,10,63,0
32561,14,Ork,99,14,4,65,1
32560,4,Ork,6,4,10,70,0
33987,4,Elf,3,7,11,73,0
33505,3,Elf,6,0,10,73,0
34569,24,Human,17,11,6,45,1
33948,3,Elf,4,0,10,57,0
33675,5,Elf,15,11,13,75,0
32036,3,Elf,2,0,10,77,0
32306,2,Ork,11,3,10,71,0
31910,3,Elf,14,0,10,67,0
33867,6,Elf,3,0,10,64,0
31769,14,Ork,84,11,6,55,1
34731,25,Elf,22,19,1,53,1
32692,5,Ork,1,12,14,87,0
31823,4,Ork,25,0,9,67,1
33788,11,Human,5,0,9,59,1
34639,18,Human,13,6,8,70,1
31372,11,Elf,17,8,7,48,1
32459,3,Ork,4,0,10,71,0
33657,2,Human,11,11,13,65,0
34266,2,Ork,11,1,10,69,0
33470,15,Human,43,4,9,63,1
32639,2,Elf,7,2,10,67,0
34477,2,Elf,5,1,10,81,0
32785,6,Ork,6,0,9,56,0
32276,10,Elf,27,0,9,70,0
32138,5,Elf,4,4,10,61,0
34542,18,Human,34,7,8,67,1
32021,1,Ork,12,8,12,71,0
32186,4,Ork,8,0,10,61,0
31512,2,Elf,16,0,9,68,0
32920,3,Human,19,0,10,58,0
31246,9,Human,22,3,9,50,1
35015,7,Human,149,16,3,54,1
34880,5,Elf,32,0,9,74,1
32042,9,Elf,2,0,10,74,0
31937,5,Ork,36,7,8,49,1
31268,16,Ork,62,6,8,52,1
33128,6,Ork,2,1,10,58,0
31976,11,Elf,39,12,5,48,1
31536,6,Human,7,0,9,59,0
32472,6,Elf,11,5,11,62,0
31660,4,Elf,10,4,10,60,0
31816,3,Human,1,6,11,77,0
33602,3,Human,5,0,10,60,0
31541,5,Ork,8,0,9,69,1
32270,7,Elf,7,1,9,60,1
34793,5,Human,24,0,9,61,1
32387,18,Ork,61,8,7,47,1
33888,1,Human,21,0,10,75,0
33364,1,Elf,9,13,14,66,0
34509,5,Human,12,2,9,52,1
34638,9,Ork,17,0,10,66,0
35054,6,Elf,4,0,10,58,0
33963,4,Elf,1,16,16,88,0
32143,4,Elf,45,3,9,70,1
35064,5,Human,6,1,10,61,0
33071,7,Elf,15,4,10,78,0
31757,5,Human,4,0,10,58,0
33818,10,Human,18,11,6,52,1
32758,1,Elf,5,5,11,76,0
33458,12,Elf,4,1,9,62,1
32391,6,Elf,85,17,2,49,1
31789,3,Ork,13,1,10,59,0
34425,4,Human,84,12,5,49,1
35237,12,Elf,31,14,4,50,1
33028,3,Ork,15,0,9,54,0
32086,4,Human,9,2,10,80,0
31957,12,Ork,5,0,9,77,1
33958,9,Human,59,11,6,56,1
32576,4,Human,7,0,10,59,0
34441,2,Human,9,4,10,79,0
33406,6,Elf,10,5,11,60,0
32378,14,Ork,27,4,9,60,1
34478,1,Elf,14,7,11,86,0
33195,5,Ork,12,15,15,88,0
34042,2,Elf,12,12,14,90,0
33908,2,Ork,3,1,10,85,0
31700,7,Ork,23,0,10,62,0
32434,2,Ork,8,13,14,68,0
33827,20,Elf,30,8,7,53,1
32674,2,Elf,20,0,10,59,0
34475,3,Ork,8,11,13,79,0
32782,3,Elf,2,2,10,90,0
31383,3,Human,17,1,10,63,0
32876,5,Elf,1,9,12,85,0
32049,3,Elf,25,0,9,56,0
34248,5,Ork,48,2,9,58,1
31540,24,Ork,27,16,3,54,1
32158,3,Human,59,5,8,51,1
33125,20,Elf,49,16,3,48,1
31435,13,Elf,84,14,4,58,1
33730,4,Ork,42,1,9,56,1
34358,3,Elf,11,0,10,56,0
32356,2,Human,43,0,9,54,1
34098,7,Human,33,1,9,51,1
31368,1,Ork,3,6,11,69,0
34064,9,Ork,28,0,9,60,1
33868,4,Ork,8,0,10,59,0
31750,3,Ork,6,16,16,66,0
33171,5,Human,5,0,10,78,0
33154,2,Human,14,3,10,79,0
34095,1,Ork,14,4,10,72,0
33110,1,Elf,11,6,11,83,0
34721,11,Ork,61,5,8,71,1
31829,14,Elf,13,3,9,58,1
32628,3,Ork,5,17,17,66,0
34945,2,Human,11,0,10,73,0
31611,2,Ork,17,0,10,60,0
33173,6,Elf,19,0,10,65,0
33295,3,Human,5,0,10,61,0
33263,6,Ork,58,10,6,65,1
32328,4,Ork,13,5,11,66,0
31277,10,Elf,102,16,3,43,1
33305,12,Elf,40,8,7,67,1
33992,4,Elf,3,3,10,60,0
33980,11,Ork,24,15,4,57,1
34817,1,Human,1,4,10,65,0
33489,17,Elf,53,13,5,44,1
31627,12,Human,100,18,2,58,1
31847,3,Elf,11,5,11,62,0
31849,2,Ork,19,5,11,82,0
34517,7,Elf,3,3,10,72,0
32526,11,Human,45,1,9,53,1
33138,19,Elf,121,13,5,65,1
34113,9,Elf,29,0,10,75,0
34628,9,Elf,91,15,4,43,1
32314,3,Ork,4,0,9,54,0
33512,4,Ork,1,14,15,81,0
33152,16,Ork,101,12,5,45,1
35184,13,Elf,8,9,7,63,1
33104,2,Ork,18,1,9,51,1
32947,7,Elf,36,4,9,62,1
34985,6,Ork,7,2,10,77,0
34299,5,Human,12,0,10,70,0
32590,6,Ork,6,7,11,66,0
33099,2,Ork,1,13,14,75,0
33027,6,Elf,3,0,10,79,0
33547,4,Elf,6,1,9,64,1
35121,19,Elf,44,10,6,45,1
34469,8,Elf,27,0,9,64,0
33343,10,Elf,9,1,9,70,1
32194,8,Ork,12,5,8,64,1
34117,2,Elf,6,6,11,62,0
31287,6,Human,56,5,8,49,1
32798,5,Ork,1,18,17,76,0
31320,3,Elf,2,1,10,61,0
32668,5,Ork,10,8,12,66,0
32950,3,Elf,3,4,10,84,0
32366,4,Ork,22,3,9,65,1
31832,14,Ork,82,15,4,50,1
35070,3,Human,7,13,14,71,0
32319,2,Elf,2,11,13,81,0
34740,9,Elf,20,0,10,73,0
33288,4,Human,22,0,9,79,0
31759,14,Human,13,4,9,64,1
33210,3,Human,27,4,9,55,1
31785,5,Ork,38,9,7,58,1
34681,2,Ork,11,15,15,79,0
32041,12,Elf,5,0,9,78,1
31355,22,Elf,103,19,1,50,1
34802,7,Human,32,0,9,70,1
35216,3,Elf,23,2,10,65,0
33983,26,Elf,107,16,3,47,1
33502,28,Human,69,14,4,46,1
34356,4,Human,90,8,7,57,1
35130,1,Human,7,13,14,78,0
35210,9,Human,27,3,9,52,1
31752,4,Elf,2,3,10,62,0
31649,2,Human,13,0,9,65,0
34718,4,Elf,16,0,9,55,1
32323,26,Human,152,17,2,46,1
34400,5,Human,37,11,6,51,1
33546,13,Human,82,8,7,68,1
31556,3,Human,3,13,14,81,0
32911,3,Human,1,13,14,65,0
34938,14,Ork,51,3,9,70,1
33990,4,Human,15,0,10,85,0
33034,3,Human,2,8,12,70,0
32525,9,Ork,10,0,10,71,0
31507,7,Human,7,3,10,66,0
32577,6,Elf,10,6,11,76,0
34051,5,Human,53,8,7,61,1
34745,3,Elf,11,5,11,80,0
32248,3,Human,3,0,10,84,0
33250,8,Ork,86,10,6,46,1
33204,9,Elf,19,13,5,62,1
32506,15,Elf,51,4,9,51,1
32451,9,Human,60,3,9,57,1
34642,3,Ork,7,13,14,95,0
35059,1,Human,7,11,13,76,0
32637,14,Ork,84,11,6,59,1
33862,9,Human,35,11,6,65,1
32880,2,Human,1,11,13,68,0
32244,3,Ork,16,9,12,90,0
